date,margin_balance,margin_buy
2024-01-02 00:00:00,4821717624.0,386488668.0
2024-01-03 00:00:00,4700219906.0,234309158.0
2024-01-04 00:00:00,4402615292.0,242739628.0
2024-01-05 00:00:00,4244363187.0,187753956.0
2024-01-08 00:00:00,4200911160.0,192844542.0
2024-01-09 00:00:00,4150167098.0,164644551.0
2024-01-10 00:00:00,4121884095.0,249999395.0
2024-01-11 00:00:00,4230324689.0,328748709.0
2024-01-12 00:00:00,4013870225.0,140380993.0
2024-01-15 00:00:00,3993562398.0,169593906.0
2024-01-16 00:00:00,4076174372.0,431267164.0
2024-01-17 00:00:00,4003572173.0,312409099.0
2024-01-18 00:00:00,3963203471.0,219669114.0
2024-01-19 00:00:00,3878991217.0,95392095.0
2024-01-22 00:00:00,3728189688.0,111464383.0
2024-01-23 00:00:00,3693075508.0,151522867.0
2024-01-24 00:00:00,3564085353.0,139075332.0
2024-01-25 00:00:00,3570865998.0,234314959.0
2024-01-26 00:00:00,3544972173.0,192706930.0
2024-01-29 00:00:00,3485262532.0,140420964.0
2024-01-30 00:00:00,3445911965.0,96030876.0
2024-01-31 00:00:00,3278449586.0,113740275.0
2024-02-01 00:00:00,3225529303.0,99464321.0
2024-02-02 00:00:00,3108130693.0,120247300.0
2024-02-05 00:00:00,3037288061.0,102059439.0
2024-02-06 00:00:00,3031017396.0,148409469.0
2024-02-07 00:00:00,3047031819.0,246912202.0
2024-02-08 00:00:00,3008928034.0,228461259.0
2024-02-19 00:00:00,3064167675.0,223561441.0
2024-02-20 00:00:00,3084235554.0,229298080.0
2024-02-21 00:00:00,3087996628.0,414289722.0
2024-02-22 00:00:00,3066151967.0,300342228.0
2024-02-23 00:00:00,3087762166.0,632369132.0
2024-02-26 00:00:00,3042630066.0,477625670.0
2024-02-27 00:00:00,3040432457.0,468383407.0
2024-02-28 00:00:00,3078859469.0,551597048.0
2024-02-29 00:00:00,3076098456.0,408163084.0
2024-03-01 00:00:00,3115539908.0,377496068.0
2024-03-04 00:00:00,3004795753.0,234309629.0
2024-03-05 00:00:00,3242003411.0,686972492.0
2024-03-06 00:00:00,3263528384.0,367817966.0
2024-03-07 00:00:00,3192027727.0,410567949.0
2024-03-08 00:00:00,3180129013.0,258161269.0
2024-03-11 00:00:00,3139802668.0,342855179.0
2024-03-12 00:00:00,3234497520.0,782417587.0
2024-03-13 00:00:00,3557057285.0,917914195.0
2024-03-14 00:00:00,3597048743.0,665377646.0
2024-03-15 00:00:00,3627484677.0,466405218.0
2024-03-18 00:00:00,3757237866.0,926969555.0
2024-03-19 00:00:00,3814943092.0,531776369.0
2024-03-20 00:00:00,3820174293.0,412541681.0
2024-03-21 00:00:00,4088181263.0,960443704.0
2024-03-22 00:00:00,3939741270.0,535101532.0
2024-03-25 00:00:00,3920957160.0,471572701.0
2024-03-26 00:00:00,3916365044.0,388256754.0
2024-03-27 00:00:00,3765639330.0,414452434.0
2024-03-28 00:00:00,3676486738.0,276813138.0
2024-03-29 00:00:00,3619762356.0,280157594.0
2024-04-01 00:00:00,3632857438.0,478203248.0
2024-04-02 00:00:00,3651589201.0,269532045.0
2024-04-03 00:00:00,3628064476.0,206920077.0
2024-04-08 00:00:00,3801657640.0,602647812.0
2024-04-09 00:00:00,3734402704.0,284204266.0
2024-04-10 00:00:00,3781779598.0,263714181.0
