date,margin_balance,margin_buy
2024-01-02 00:00:00,7169310421.0,365444855.0
2024-01-03 00:00:00,7177916306.0,145652336.0
2024-01-04 00:00:00,7228260896.0,169473766.0
2024-01-05 00:00:00,7181464336.0,139667060.0
2024-01-08 00:00:00,7225010845.0,245285753.0
2024-01-09 00:00:00,7239838487.0,160446114.0
2024-01-10 00:00:00,7203847041.0,137593885.0
2024-01-11 00:00:00,7216005396.0,141343972.0
2024-01-12 00:00:00,7178626637.0,114810961.0
2024-01-15 00:00:00,7158639896.0,84774096.0
2024-01-16 00:00:00,7178278311.0,121939611.0
2024-01-17 00:00:00,7183000706.0,163284298.0
2024-01-18 00:00:00,7159116567.0,159040877.0
2024-01-19 00:00:00,7073261085.0,103044081.0
2024-01-22 00:00:00,7058154636.0,134678923.0
2024-01-23 00:00:00,7061897217.0,126414202.0
2024-01-24 00:00:00,7067106689.0,141354094.0
2024-01-25 00:00:00,7099090621.0,301377798.0
2024-01-26 00:00:00,7025948170.0,174930637.0
2024-01-29 00:00:00,6954346387.0,196664387.0
2024-01-30 00:00:00,6936156163.0,154554160.0
2024-01-31 00:00:00,6932556088.0,121567012.0
2024-02-01 00:00:00,6900787233.0,94067523.0
2024-02-02 00:00:00,6841355307.0,174621503.0
2024-02-05 00:00:00,6699613260.0,130911999.0
2024-02-06 00:00:00,6621934673.0,190880286.0
2024-02-07 00:00:00,6608059681.0,207931285.0
2024-02-08 00:00:00,6536169307.0,165920961.0
2024-02-19 00:00:00,6435343912.0,141357302.0
2024-02-20 00:00:00,6536538723.0,227250465.0
2024-02-21 00:00:00,6537484600.0,489326893.0
2024-02-22 00:00:00,6471360956.0,259928498.0
2024-02-23 00:00:00,6494885989.0,223096563.0
2024-02-26 00:00:00,6491496818.0,135735121.0
2024-02-27 00:00:00,6530832959.0,168143054.0
2024-02-28 00:00:00,6623134580.0,318642163.0
2024-02-29 00:00:00,6636266021.0,251327578.0
2024-03-01 00:00:00,6641684224.0,234730425.0
2024-03-04 00:00:00,6719254505.0,227730688.0
